GVKEY,YEAR,CUSIP,CITY,CONAME,INDDESC,STATE,EXECID,EXEC_FNAME,EXEC_FULLNAME,EXEC_LNAME,EXEC_MNAME,GENDER,NAMEPREFIX,PAGE,TITLE,Birthdate,Astrological_Sign,rownum,month,day,CEO,CEO_top,CEO_low,chief_including CEO,Chief_excluding CEO,chief_low,chief_low_CEO_low,SVP,VP,VP_SVP
155394,1962,,,DISH NETWORK CORP,,,37497,Thomas,Thomas M. Quindlen,Quindlen,M.,MALE,,53,Executive Vice President and Chief Executive Officer of Retail Card,11/2/1962,Scorpio,4541,11,2,1,,1,1,,1,2,,,0
113490,1962,,,SYNCHRONY FINANCIAL,,,48392,Blake,Blake D. Moret,Moret,D.,MALE,,53,"Chief Executive Officer, President and Director",11/23/1962,Sagittarius,4549,11,23,1,1,,1,,0,1,,,0
145977,1962,,,ROCKWELL AUTOMATION,,,45195,Mark,Mark A. Crosswhite,Crosswhite,A.,MALE,,54,"Chairman of Alabama Power Company, Chief Executive Officer of Alabam",12/6/1962,Sagittarius,4291,12,6,1,,1,1,,1,2,,,0
12124,1962,,,SOUTHERN CO,,,49103,John,John T. Stankey,Stankey,T.,MALE,,53,Chief Executive Officer of AT&T Entertainment Group - AT&T Services,12/19/1962,Sagittarius,4268,12,19,1,,1,1,,1,2,,,0
145046,1962,,,AT&T INC,,,32506,Gregor,Gregory C. Case,Case,C.,MALE,,53,"Chief Executive Officer, President and Executive Director",12/26/1962,Capricorn,4283,12,26,1,1,,1,,0,1,,,0
6375,1962,,,AON PLC,,,29734,James,James R. Verrier,Verrier,R.,MALE,,53,"Chief Executive Officer, President and Director",1/4/1963,Capricorn,4376,1,4,1,1,,1,,0,1,,,0
147579,1963,,,BORGWARNER INC,,,42879,Robert,Robert A. Bradway,Bradway,A.,MALE,,53,Chairman and Chief Executive Officer,1/11/1963,Capricorn,4342,1,11,1,1,,1,,0,1,,,0
9850,1963,,,AMGEN INC,,,33199,Lance,Lance M. Fritz,Fritz,M.,MALE,,53,"Chairman, Chief Executive Officer, President, Chief Executive Office",1/12/1963,Capricorn,4343,1,12,1,,1,1,,1,2,,,0
10187,1963,,,UNION PACIFIC CORP,,,42680,N.,N. Thomas Linebarger,Linebarger,Thoma,MALE,Mr.,53,Chairman and Chief Executive Officer,1/24/1963,Aquarius,4974,1,24,1,1,,1,,0,1,,,0
3650,1963,23102110,Columbus,CUMMINS INC,Construction Machinery & Heavy Trucks,IN,23034,Alexan,Alexander M. Van't Noordend,Van't Noorden,M.,MALE,Mr.,53,Group Chief Executive of the Products,2/8/1963,,81,2,8,1,,1,1,,1,2,,,0
143357,1963,G1151C10,Dublin,ACCENTURE PLC,IT Consulting & Other Services,Ir,42283,James,James A. Forese,Forese,A.,MALE,,53,President and Chief Executive Officer of Institutional Clients Group,2/23/1963,Pisces,4320,2,23,1,,1,1,,1,2,,,0
4988,1963,,,CITIGROUP INC,,,35246,Stephe,"Stephen P. McGill, ACII, CB","McGill, ACII, CB",P.,MALE,,58,"Group President, Chairman of Aon Risk Solutions and Chief Executive",2/24/1963,Pisces,4322,2,24,1,,1,1,,1,2,,,0
5047,1963,,,AON PLC,,,32607,Sanjay,"Sanjay K. Jha, Ph.D., B.E.","Jha, Ph.D., B.E.",K.,MALE,,52,Co-Chief Executive Officer and Director,2/25/1963,Pisces,4324,2,25,1,1,,1,,0,1,,,0
5680,1963,,,MOTOROLA SOLUTIONS INC,,,25842,Stephe,Stephen D. Jacobs,Jacobs,D.,MALE,,53,Executive Vice President and Chief Executive Officer of North Americ,3/4/1963,Pisces,4501,3,4,1,,1,1,,1,2,,,0
3505,1963,,,FOOT LOCKER INC,,,50961,Joseph,Joseph Hamrock,Hamrock,,MALE,,52,"Chief Executive Officer, President and Director",4/13/1963,Aries,4163,4,13,1,1,,1,,0,1,,,0
29028,1963,,,NISOURCE INC,,,44225,Dwight,Dwight Mitchell Barns,Barns,Mitch,MALE,,53,Chief Executive Officer and Director,4/27/1963,Taurus,4180,4,27,1,1,,1,,0,1,,,0
149070,1963,,,NIELSEN HOLDINGS PLC,,,46015,Michae,Michael W. Lamach,Lamach,W.,MALE,,52,Chairman and Chief Executive Officer,5/8/1963,Taurus,4146,5,8,1,1,,1,,0,1,,,0
9778,1963,,,INGERSOLL-RAND PLC,,,27705,Shanta,Shantanu Narayen,Narayen,,MALE,Mr.,52,"Chief Executive Officer, President and Director",5/27/1963,Gemini,3814,5,27,1,1,,1,,0,1,,,0
12540,1963,00724F10,San Jose,ADOBE SYSTEMS INC,Application Software,CA,20790,Stephe,Stephen P. MacMillan,MacMillan,P.,MALE,,52,"Chairman of the Board, Chief Executive Officer and President",7/19/1963,Cancer,4399,7,19,1,1,,1,,0,1,,,0
1602,1963,,,STRYKER CORP,,,25904,David,David C. Dvorak,Dvorak,C.,MALE,Mr.,52,"Chief Executive Officer, President and Director",8/12/1963,,678,8,12,1,1,,1,,0,1,,,0
144559,1963,98956P10,Warsaw,ZIMMER BIOMET HOLDINGS INC,Health Care Equipment,IN,13655,Stephe,Stephen D. Milligan,Milligan,D.,MALE,,53,"Chief Executive Officer, Director and Chairman of Executive Committe",8/20/1963,Leo,4218,8,20,1,1,,1,,0,1,,,0
29649,1963,,,WESTERN DIGITAL CORP,,,28834,Amar,Amar Hanspal,Hanspal,,MALE,,54,"Interim Co-Chief Executive Officer, Chief Product Officer and Senior",8/26/1963,Virgo,4228,8,26,1,1,,1,,0,1,,,0
164708,1963,,,AUTODESK INC,,,44608,Christ,Christopher J. Klein,Klein,J.,MALE,,52,Chief Executive Officer and Director,8/28/1963,Virgo,4234,8,28,1,1,,1,,0,1,,,0
3221,1963,,,FORTUNE BRANDS HOME & SECUR,,,25978,Donnie,Donnie Smith,Smith,,MALE,Mr.,44,Chief Executive Officer and Director,9/8/1963,Virgo,746,9,8,1,1,,1,,0,1,,,0
10793,1963,90249410,Springdale,TYSON FOODS INC  -CL A,Packaged Foods & Meats,AR,34756,Edward,Edward T. Tilly,Tilly,T.,MALE,,53,"Chief Executive Officer, Director, Chief Executive Officer of Chicag",9/18/1963,Virgo,4644,9,18,1,,1,1,,1,2,,,0
14960,1963,,,CBOE HOLDINGS INC,,,42377,Paul,Paul D. Donahue,Donahue,D.,MALE,,59,"Chief Executive Officer, President and Director",9/29/1963,Libra,4666,9,29,1,1,,1,,0,1,,,0
3336,1963,,,GENUINE PARTS CO,,,32447,Richar,Richard J. Kramer,Kramer,J.,MALE,,52,"Chairman of the Board, Chief Executive Officer and President",10/30/1963,Scorpio,4613,10,30,1,1,,1,,0,1,,,0
1487,1963,,,GOODYEAR TIRE & RUBBER CO,,,27509,Ramon,Ramon Luis Laguarta,Laguarta,Luis,MALE,,52,Chief Executive Officer of Europe Sub-Saharan Africa,11/3/1963,Scorpio,4561,11,3,1,,1,1,,1,2,,,0
3221,1963,,,PEPSICO INC,,,48640,Daniel,Daniel L. Florness,Florness,L.,MALE,Mr.,53,"Chief Executive Officer, President and Director",11/15/1963,,599,11,15,1,1,,1,,0,1,,,0
14225,1963,31190010,Winona,FASTENAL CO,Trading Companies & Distributors,MN,16408,John,John P. Case,Case,P.,MALE,,52,Chief Executive Officer and Director,12/23/1963,Capricorn,4279,12,23,1,1,,1,,0,1,,,0
4423,1963,,,REALTY INCOME CORP,,,41391,Jeffre,Jeffrey P. Bezos,Bezos,P.,MALE,Mr.,52,"Founder, Chairman, Chief Executive Officer and President",1/12/1964,Capricorn,1693,1,12,1,1,,1,,0,1,,,0
64768,1964,2313510,Seattle,AMAZON.COM INC,Internet & Direct Marketing Retail,WA,15055,Karen,Karen Prange,Prange,,MALE,,52,Executive Vice President and Chief Executive Officer of Global Anima,2/13/1964,Aquarius,4305,2,13,1,,1,1,,1,2,,,0
2968,1964,,,SCHEIN (HENRY) INC,,,51176,Doyle,Doyle R. Simons,Simons,R.,MALE,,52,"Chief Executive Officer, President, and Director",2/15/1964,,4338,2,15,1,1,,1,,0,1,,,0
8539,1964,,,WEYERHAEUSER CO,,,30990,Adam,Adam D. Lamnin,Lamnin,D.,MALE,,52,"Executive Vice President, Chief Executive Officer of Assurant Health",2/24/1964,Pisces,4323,2,24,1,,1,1,,1,2,,,0
5597,1964,,,ASSURANT INC,,,44548,Brad,Brad D. Smith,Smith,D.,MALE,,52,"Chairman, Chief Executive Officer and President",4/6/1964,Aries,4189,4,6,1,1,,1,,0,1,,,0
4988,1964,,,INTUIT INC,,,28880,Christ,Christopher A. Holden,Holden,A.,MALE,,52,"Chief Executive Officer, President and Director",4/13/1964,Aries,4164,4,13,1,1,,1,,0,1,,,0
29099,1964,,,ENVISION HEALTHCARE CORP,,,32757,Charle,"Charles L. Rice, Jr.","Rice, Jr.",L.,MALE,,51,"Chairman of Entergy New Orleans Inc, Chief Executive Officer of Ente",6/27/1964,Cancer,4461,6,27,1,,1,1,,1,2,,,0
124434,1964,,,ENTERGY CORP,,,46912,David,David A. Zapico,Zapico,A.,MALE,Mr.,51,Chief Executive Officer and Director,7/3/1964,,660,7,3,1,1,,1,,0,1,,,0
1598,1964,3110010,Berwyn,AMETEK INC,Electrical Components & Equipment,PA,26399,Luther,"Luther C. Kissam, IV","Kissam, IV",C.,MALE,,51,"Chairman, Chief Executive Officer and President",8/13/1964,Leo,4203,8,13,1,1,,1,,0,1,,,0
9465,1964,,,ALBEMARLE CORP,,,29189,Manuel,Manuel F. Rivelo,Rivelo,F.,MALE,,52,"Chief Executive Officer, President and Director",8/26/1964,Virgo,4229,8,26,1,1,,1,,0,1,,,0
260774,1964,,,F5 NETWORKS INC,,,43767,John,"John N. Roberts, III","Roberts, III",N.,MALE,,52,"Chief Executive Officer, President and Director",9/10/1964,Virgo,4635,9,10,1,1,,1,,0,1,,,0
8898,1964,,,HUNT (JB) TRANSPRT SVCS INC,,,42519,Kirill,Kirill Tatarinov,Tatarinov,,MALE,,51,"Chief Executive Officer, President and Director",9/17/1964,Virgo,4643,9,17,1,1,,1,,0,1,,,0
12142,1964,,,CITRIX SYSTEMS INC,,,23462,Steven,Steven Leon Newman,Newman,Leon,MALE,,51,"Chief Executive Officer, President, Director and Member of Executive",9/18/1964,Virgo,4645,9,18,1,1,,1,,0,1,,,0
15520,1964,,,TRANSOCEAN LTD,,,29272,Marc,Marc R. Benioff,Benioff,R.,MALE,,52,"Co-Founder, Chairman and Chief Executive Officer",9/25/1964,,4147,9,25,1,1,,1,,0,1,,,0
9899,1964,,,SALESFORCE.COM INC,,,35712,Patric,Patrick K. Decker,Decker,K.,MALE,,51,"Chief Executive Officer, President and Director",9/25/1964,Libra,4655,9,25,1,1,,1,,0,1,,,0
142953,1964,,,XYLEM INC,,,43691,Jon,Jon L. Giacomin,Giacomin,L.,MALE,,51,Chief Executive Officer of the Pharmaceutical Segment,9/30/1964,Libra,4667,9,30,1,,1,1,,1,2,,,0
5046,1964,,,CARDINAL HEALTH INC,,,48209,Susan,Susan Patricia Griffith,Griffith,Patri,FEMA,,52,"Chief Executive Officer, President and  Director",10/4/1964,Libra,4619,10,4,1,1,,1,,0,1,,,0
4029,1964,,,PROGRESSIVE CORP-OHIO,,,35161,Giovan,"Giovanni Caforio, M.D.","Caforio, M.D.",,MALE,,51,Chief Executive Officer and Director,10/27/1964,Scorpio,4608,10,27,1,1,,1,,0,1,,,0
162129,1964,,,BRISTOL-MYERS SQUIBB CO,,,45376,Darren,Darren R. Jackson,Jackson,R.,MALE,Mr.,51,Chief Executive Officer,11/13/1964,,632,11,13,1,1,,1,,0,1,,,0
145977,1964,00751Y10,Roanoke,ADVANCE AUTO PARTS INC,Automotive Retail,VA,13283,Kevin,Kevin A. Lobo,Lobo,A.,MALE,,51,Chairman and Chief Executive Officer,11/24/1964,Sagittarius,4551,11,24,1,1,,1,,0,1,,,0
174729,1964,,,STRYKER CORP,,,42656,Sallie,Sallie L. Krawcheck,Krawcheck,L.,FEMA,,51,chairwoman & CEO-GWM,11/28/1964,Sagittarius,4556,11,28,1,,1,1,,1,2,,,0
188255,1964,,,CITIGROUP INC,,,25973,Jeffre,Jeffrey T. Slovin,Slovin,T.,MALE,,52,Chief Executive Officer and Director,12/11/1964,Sagittarius,4261,12,11,1,1,,1,,0,1,,,0
11264,1964,,,DENTSPLY SIRONA INC,,,45652,Timoth,Timothy P. Cawley,Cawley,P.,MALE,Mr.,51,Chief Executive Officer of Orange & Rockland Utilities Inc and Presi,12/12/1964,Sagittarius,3073,12,12,1,,1,1,,1,2,,,0
3413,1964,20911510,New York,CONSOLIDATED EDISON INC,Multi-Utilities,NY,48987,Michae,Michael D. Fleisher,Fleisher,D.,MALE,Mr.,52,CEO,12/18/1964,Sagittarius,2537,12,18,1,1,,1,,0,1,,,0
12441,1964,36665110,Stamford,GARTNER INC,IT Consulting & Other Services,CT,14441,Matthe,Matthew S. Levatich,Levatich,S.,MALE,,51,"Chief Executive Officer, President and Director",1/7/1965,Capricorn,4380,1,7,1,1,,1,,0,1,,,0
157057,1965,,,HARLEY-DAVIDSON INC,,,37212,Robert,Robert S. Schimek,Schimek,S.,MALE,,51,Chief Executive Officer of Commercial and Executive Vice President,1/7/1965,Capricorn,4381,1,7,1,,1,1,,1,2,,,0
157057,1965,,,AMERICAN INTERNATIONAL GROUP,,,50857,Haley,Haley R. Fisackerly,Fisackerly,R.,MALE,,50,"Chairman of Entergy Mississippi Inc, Chief Executive Officer of Ente",1/12/1965,Capricorn,4344,1,12,1,,1,1,,1,2,,,0
10903,1965,,,ENTERGY CORP,,,36976,Barrie,Barrie A. Seidenberg,Seidenberg,A.,FEMA,Ms.,51,Chief Executive Officer of the Attractions Division,1/20/1965,Aquarius,257,1,20,1,,1,1,,1,2,,,0
199356,1965,89694520,Needham,TRIPADVISOR INC,Internet & Direct Marketing Retail,MA,47934,Michae,Michael F. Mahoney,Mahoney,F.,MALE,,51,"Chairman, Chief Executive Officer and President",2/27/1965,Pisces,4328,2,27,1,1,,1,,0,1,,,0
6733,1965,,,BOSTON SCIENTIFIC CORP,,,42847,Kennet,Kenneth W. Cornew,Cornew,W.,MALE,,51,"Chief Commercial Officer, Senior Executive Vice President, Chief Exe",3/18/1965,Pisces,4492,3,18,1,,1,1,,1,2,,,0
1440,1965,,,EXELON CORP,,,37039,Thomas,Thomas W. Giacomini,Giacomini,W.,MALE,,50,"Vice President, Chief Executive Officer of Engineered Systems and Pr",4/6/1965,Aries,4190,4,6,1,,1,1,,1,2,,,0
5439,1965,,,DOVER CORP,,,36851,Willia,"William C. Rhodes, III","Rhodes, III",C.,MALE,,51,"Chairman, Chief Executive Officer and President",4/16/1965,Aries,4166,4,16,1,1,,1,,0,1,,,0
29868,1965,,,AUTOZONE INC,,,28867,Stewar,Stewart F. Glendinning,Glendinning,F.,MALE,,50,Chief Executive Officer of Molson Coors Canada and President of Mols,4/23/1965,Taurus,4177,4,23,1,,1,1,,1,2,,,0
146017,1965,,,MOLSON COORS BREWING CO,,,35316,Charle,Charles W. Scharf,Scharf,W.,MALE,,51,Chief Executive Officer and Director,4/24/1965,Taurus,4178,4,24,1,1,,1,,0,1,,,0
146017,1965,,,VISA INC,,,20948,Eric,Eric E. Silagy,Silagy,E.,MALE,,50,Chief Executive Officer of Florida Power & Light Company and Preside,5/3/1965,Taurus,4148,5,3,1,,1,1,,1,2,,,0
10096,1965,,,NEXTERA ENERGY INC,,,49010,Curtis,Curtis Y. Arledge,Arledge,Y.,MALE,,51,"Vice Chairman, Vice Chairman of Bny Mellon, N.A., Chief Executive Of",5/9/1965,Taurus,4149,5,9,1,,1,1,,1,2,,,0
10860,1965,,,BANK OF NEW YORK MELLON CORP,,,40789,Michae,Michael A. Stocker,Stocker,A.,MALE,Mr.,,former executive vp; president & CEO-East Region,5/25/1965,Gemini,2520,5,25,1,,1,1,,1,2,,,0
145046,1965,3675210,Indianapolis,ANTHEM INC,Managed Health Care,IN,31006,Gary,Gary A. Norcross,Norcross,A.,MALE,,50,"Chief Executive Officer, President and Director",6/25/1965,Cancer,4457,6,25,1,1,,1,,0,1,,,0
65967,1965,,,FIDELITY NATIONAL INFO SVCS,,,35378,W.,W. Anthony Will,Will,Antho,MALE,Mr.,50,"Chief Executive Officer, President and Director",6/27/1965,Cancer,3156,6,27,1,1,,1,,0,1,,,0
163946,1965,12526910,Deerfield,CF INDUSTRIES HOLDINGS INC,Fertilizers & Agricultural Chemicals,IL,39745,Clifto,Clifton Albert Pemble,Pemble,Alber,MALE,,50,"Chief Executive Officer, President, Director, President of Garmin In",8/5/1965,Leo,4248,8,5,1,1,,1,,0,1,,,0
6733,1965,,,GARMIN LTD,,,43797,Pedro,Pedro J. Pizarro,Pizarro,J.,MALE,Mr.,50,"Chief Executive Officer, President and Director",8/11/1965,Leo,5166,8,11,1,1,,1,,0,1,,,0
9846,1965,28102010,Rosemead,EDISON INTERNATIONAL,Electric Utilities,CA,35156,Robert,Robert E. Sanchez,Sanchez,E.,MALE,Mr.,51,Chairman and Chief Executive Officer,8/20/1965,Leo,2813,8,20,1,1,,1,,0,1,,,0
9299,1965,78354910,Miami,RYDER SYSTEM INC,Trucking,FL,32681,Gary,"Gary S. Guthart, Ph.D.","Guthart, Ph.D.",S.,MALE,,50,"Chief Executive Officer, President and Director",8/26/1965,Virgo,4230,8,26,1,1,,1,,0,1,,,0
2086,1965,,,INTUITIVE SURGICAL INC,,,28608,Sivasa,Sivasankaran Somasundaram,Somasundaram,,MALE,,50,"Vice President, Chief Executive Officer of Dover Energy and Presiden",8/28/1965,Virgo,4235,8,28,1,,1,1,,1,2,,,0
3221,1965,,,DOVER CORP,,,48999,M.,M. Steven Ells,Ells,Steve,MALE,,51,"Founder, Chairman and Chief Executive Officer",9/12/1965,Virgo,4637,9,12,1,1,,1,,0,1,,,0
9783,1965,,,CHIPOTLE MEXICAN GRILL INC,,,34304,Charle,Charles H. Robbins,Robbins,H.,MALE,,50,Chief Executive Officer and Director,11/5/1965,Scorpio,4565,11,5,1,1,,1,,0,1,,,0
3505,1965,,,CISCO SYSTEMS INC,,,44984,John,John A. Bryant,Bryant,A.,MALE,,51,Chairman and Chief Executive Officer,11/6/1965,Scorpio,4150,11,6,1,1,,1,,0,1,,,0
10920,1965,,,KELLOGG CO,,,27604,John,John A. Hayes,Hayes,A.,MALE,,51,"Chairman, Chief Executive Officer and President",12/2/1965,Sagittarius,4271,12,2,1,1,,1,,0,1,,,0
1300,1965,,,BALL CORP,,,30913,Alan,Alan David Schnitzer,Schnitzer,David,MALE,,50,Chief Executive Officer and Director,12/6/1965,Sagittarius,4292,12,6,1,1,,1,,0,1,,,0
12635,1965,,,TRAVELERS COS INC,,,32709,Mark,"Mark D. McLaughlin, J.D.","McLaughlin, J.D.",D.,MALE,,50,"Chief Executive officer, President and Director",12/17/1965,Sagittarius,4265,12,17,1,1,,1,,0,1,,,0
13714,1965,,,VERISIGN INC,,,32012,Charle,Charles A. Alutto,Alutto,A.,MALE,,50,"Chief Executive Officer, President and Director",12/18/1965,Sagittarius,4266,12,18,1,1,,1,,0,1,,,0
14960,1965,,,STERICYCLE INC,,,42933,Michae,Michael P. Gregoire,Gregoire,P.,MALE,,51,"Chief Executive Officer, Global President and Director",12/20/1965,Sagittarius,4274,12,20,1,1,,1,,0,1,,,0
3221,1965,,,CA INC,,,34661,Michae,"Michael J. Cavanagh, J.D.","Cavanagh, J.D.",J.,MALE,,50,Co-Chief Executive Officer of Corporate & Investment Bank and Member,1/3/1966,Capricorn,4369,1,3,1,,1,1,,1,2,,,0
65886,1966,,,JPMORGAN CHASE & CO,,,30919,Darren,Darren R. Huston,Huston,R.,MALE,,50,"Chief Executive Officer, President, Member of Group Management Board",1/3/1966,Capricorn,4370,1,3,1,1,,1,,0,1,,,0
66368,1966,,,PRICELINE GROUP INC,,,43484,David,David M. Cordani,Cordani,M.,MALE,,51,"Chief Executive Officer, President and Director",2/10/1966,Aquarius,4302,2,10,1,1,,1,,0,1,,,0
1177,1966,,,CIGNA CORP,,,29332,Jeffre,Jeffrey S. Musser,Musser,S.,MALE,,50,"Chief Executive Officer, President and Director",2/15/1966,,4339,2,15,1,1,,1,,0,1,,,0
8551,1966,,,EXPEDITORS INTL WASH INC,,,47275,Scott,Scott M. Prochazka,Prochazka,M.,MALE,,50,"Chief Executive Officer, President and Non-Independent Director",2/20/1966,Pisces,4316,2,20,1,1,,1,,0,1,,,0
4674,1966,,,CENTERPOINT ENERGY INC,,,46887,Mark,Mark J. Costa,Costa,J.,MALE,,50,Chairman and Chief Executive Officer,3/14/1966,Pisces,4489,3,14,1,1,,1,,0,1,,,0
180833,1966,,,EASTMAN CHEMICAL CO,,,32619,Marc,Marc Holliday,Holliday,,MALE,,50,Chief Executive Officer and Director,5/19/1966,Taurus,4151,5,19,1,1,,1,,0,1,,,0
11220,1966,,,SL GREEN REALTY CORP,,,37591,Stef,Stef Norden,Norden,,MALE,,47,former CEO-Booking.com B.V.,5/30/1966,Gemini,4152,5,30,1,,1,1,,1,2,,,0
13440,1966,,,PRICELINE GROUP INC,,,31902,David,David L. Hallal,Hallal,L.,MALE,,50,Chief Executive Officer and Director,5/31/1966,Gemini,4512,5,31,1,1,,1,,0,1,,,0
7065,1966,,,ALEXION PHARMACEUTICALS INC,,,43392,Liam,Liam K. Griffin,Griffin,K.,MALE,,49,"Chief Executive Officer, President and Director",6/26/1966,Cancer,4460,6,26,1,1,,1,,0,1,,,0
122841,1966,,,SKYWORKS SOLUTIONS INC,,,24319,John,"John J. Christmann, IV","Christmann, IV",J.,MALE,,49,"Chief Executive Officer, President and Director",6/30/1966,Cancer,4470,6,30,1,1,,1,,0,1,,,0
145046,1966,,,APACHE CORP,,,47228,Robert,Robert Douglas Lawler,Lawler,Dougl,MALE,Mr.,49,"Chief Executive Officer, President and Non Independent Director",7/4/1966,Cancer,2801,7,4,1,1,,1,,0,1,,,0
27786,1966,16516710,Oklahoma City,CHESAPEAKE ENERGY CORP,Oil & Gas Exploration & Production,OK,46256,Victor,Victor Luis,Luis,,MALE,,50,Chief Executive Officer and Director,8/22/1966,Leo,4221,8,22,1,1,,1,,0,1,,,0
66065,1966,,,COACH INC,,,45076,Scott,Scott P. Anderson,Anderson,P.,MALE,Mr.,50,"Chairman, Chief Executive Officer and President",9/5/1966,Virgo,3796,9,5,1,1,,1,,0,1,,,0
25880,1966,70339510,St. Paul,PATTERSON COMPANIES INC,Health Care Distributors,MN,32013,Allen,Allen L. Leverett,Leverett,L.,MALE,,49,"Chief Executive Officer, President, Director and President of Wiscon",9/16/1966,Virgo,4641,9,16,1,1,,1,,0,1,,,0
10903,1966,,,WEC ENERGY GROUP INC,,,26265,C.,C. Douglas McMillon,McMillon,Dougl,MALE,,51,"Chief Executive Officer, President and Director",10/17/1966,Libra,4586,10,17,1,1,,1,,0,1,,,0
11554,1966,,,WAL-MART STORES INC,,,35687,Devin,Devin N. Wenig,Wenig,N.,MALE,,49,"Chief Executive Officer, President and Director",10/20/1966,Libra,4595,10,20,1,1,,1,,0,1,,,0
24800,1966,,,EBAY INC,,,42986,Sunil,Sunil Gordhan Hirani,Hirani,Gordh,MALE,,59,Chairman of Creditex and Chief Executive Officer of Creditex,10/24/1966,Scorpio,4606,10,24,1,,1,1,,1,2,,,0
157057,1966,,,INTERCONTINENTAL EXCHANGE,,,39734,Jeffre,Jeffrey S. Niew,Niew,S.,MALE,,49,"Vice President, Chief Executive Officer of Communication Technologie",11/19/1966,Scorpio,4538,11,19,1,,1,1,,1,2,,,0
65417,1966,,,DOVER CORP,,,43855,Jeffre,Jeffrey A. Wilke,Wilke,A.,MALE,Mr.,49,Chief Executive Officer of Worldwide Consumer,12/23/1966,Capricorn,1655,12,23,1,,1,1,,1,2,,,0
64768,1966,2313510,Seattle,AMAZON.COM INC,Internet & Direct Marketing Retail,WA,18648,Baljit,Baljit S. Dail,Dail,S.,MALE,,,Chief Executive Officer of Aon Consulting and Chief Operating Office,1/31/1967,Aquarius,4375,1,31,1,,1,1,,1,2,,,0
145046,1967,,,AON PLC,,,39833,James,James P. Snee,Snee,P.,MALE,,49,"Chief Executive Officer, President and Director",3/7/1967,Pisces,4506,3,7,1,1,,1,,0,1,,,0
4093,1967,,,HORMEL FOODS CORP,,,50251,Jane,"Jane Nind Fraser, Ph.D.","Fraser, Ph.D.",Nind,MALE,Ms.,48,Chief Executive Officer of Latin America Region,7/13/1967,Cancer,1588,7,13,1,,1,1,,1,2,,,0
3243,1967,17296742,New York,CITIGROUP INC,Diversified Banks,NY,50414,Jeffre,Jeffrey S. Sloan,Sloan,S.,MALE,,49,Chief Executive Officer and Director,7/21/1967,Cancer,4406,7,21,1,1,,1,,0,1,,,0
2751,1967,,,GLOBAL PAYMENTS INC,,,41989,Martin,Martin B. Anstice,Anstice,B.,MALE,,49,"Chief Executive Officer, President and Director",7/31/1967,LEO,4415,7,31,1,1,,1,,0,1,,,0
4990,1967,,,LAM RESEARCH CORP,,,30439,Mary,Mary Callahan Erdoes,Erdoes,Calla,FEMA,,48,Chief Executive Officer of Asset & Wealth Management,8/13/1967,Leo,4204,8,13,1,,1,1,,1,2,,,0
9850,1967,,,JPMORGAN CHASE & CO,,,38129,Satya,Satya Nadella,Nadella,,MALE,,49,Chief Executive Officer and Director,8/19/1967,Leo,4212,8,19,1,1,,1,,0,1,,,0
13498,1967,,,MICROSOFT CORP,,,44939,Karl,Karl A. Roessner,Roessner,A.,MALE,,48,Chief Executive Officer and Director,9/26/1967,Libra,4658,9,26,1,1,,1,,0,1,,,0
188255,1967,,,E TRADE FINANCIAL CORP,,,45986,Julie,Julie T. Spellman Sweet,Sweet,T. Sp,MALE,,49,Group Chief Executive of North America,10/11/1967,Libra,4573,10,11,1,,1,1,,1,2,,,0
5786,1967,,,ACCENTURE PLC,,,48510,James,James M. Whitehurst,Whitehurst,M.,MALE,,49,"Chief Executive Officer, President and Director",10/13/1967,Libra,4579,10,13,1,1,,1,,0,1,,,0
8253,1967,,,RED HAT INC,,,28220,Michae,Michael Morhaime,Morhaime,,MALE,,48,Chief Executive Officer of Blizzard Entertainment Inc and President,11/3/1967,Scorpio,4562,11,3,1,,1,1,,1,2,,,0
3243,1967,,,ACTIVISION BLIZZARD INC,,,48304,Neil,Neil M. Ashe,Ashe,M.,MALE,,49,"Executive Vice President, Chief Executive Officer of Global Ecommerc",12/5/1967,Sagittarius,4289,12,5,1,,1,1,,1,2,,,0
11399,1967,,,WAL-MART STORES INC,,,42694,Andrew,Andrew R. Jassy,Jassy,R.,MALE,,48,Chief Executive Officer of Amazon Web Services,1/13/1968,Capricorn,4348,1,13,1,,1,1,,1,2,,,0
13125,1968,,,AMAZON.COM INC,,,41663,John,John Edward Adent,Adent,Edwar,MALE,,49,Chief Executive Officer of Patterson Animal Health and President of,1/17/1968,Capricorn,4352,1,17,1,,1,1,,1,2,,,0
14282,1968,,,PATTERSON COMPANIES INC,,,50077,Ashok,Ashok Vemuri,Vemuri,,MALE,Mr.,48,Chief Executive Officer of Conduent,4/22/1968,Taurus,235,4,22,1,,1,1,,1,2,,,0
11636,1968,98412110,Norwalk,XEROX CORP,"Technology Hardware, Storage & Peripherals",CT,45588,Gail,Gail Mandel,Mandel,,MALE,,47,Chief Executive Officer of Wyndham Destination Network and President,6/17/1968,Gemini,4442,6,17,1,,1,1,,1,2,,,0
22325,1968,,,WYNDHAM WORLDWIDE CORP,,,49532,Richar,Richard P. McKenney,McKenney,P.,MALE,,47,"Chief Executive Officer, President and Director",10/20/1968,Libra,4596,10,20,1,1,,1,,0,1,,,0
29984,1968,,,UNUM GROUP,,,31089,George,George Kurian,Kurian,,MALE,,50,"Chief Executive Officer, President and Director",10/22/1968,Libra,4600,10,22,1,1,,1,,0,1,,,0
